v1,25,36,83,100,144,171,217,242,273,304,329,354,405,446,451,495,542,563,590,623,655,693,709,750,784,801,844,887,904,936,982,1014,1054,1064,1120,1144,1183,1194,1248,1250,1281,1318,1360,1378,1429,1471,1485,1515,1561,1592,1618,1647,1666,1706,1760,1779,1807,1835,1860,1917,1951,1957,1986,2018
v2,8,33,91,116,129,161,197,243,285,309,350,377,406,441,453,490,522,564,585,628,647,676,729,762,777,826,853,867,912,957,962,1015,1040,1081,1093,1152,1156,1205,1228,1259,1282,1329,1362,1393,1411,1446,1485,1534,1542,1584,1626,1637,1665,1698,1730,1791,1802,1855,1887,1892,1924,1957,2005,2033
v3,15,51,89,102,155,163,202,237,270,303,350,366,400,434,454,500,534,558,603,638,651,702,708,742,787,802,846,882,911,939,975,995,1027,1083,1095,1131,1178,1213,1224,1251,1281,1315,1367,1396,1412,1444,1490,1510,1543,1585,1613,1641,1679,1726,1746,1788,1809,1851,1871,1916,1928,1960,2013,2026
v4,12,59,85,104,157,171,213,254,266,303,338,359,400,421,451,488,515,575,580,616,642,677,711,764,788,814,861,866,905,935,972,993,1028,1077,1107,1143,1154,1192,1228,1280,1289,1319,1373,1378,1419,1458,1500,1521,1547,1578,1619,1637,1675,1711,1735,1764,1815,1831,1888,1910,1948,1978,1998,2018
v5,30,51,82,112,158,191,218,242,272,295,341,376,413,419,455,512,536,549,592,610,671,701,726,744,783,832,840,882,913,955,988,1021,1054,1084,1111,1122,1168,1198,1237,1275,1299,1344,1376,1390,1411,1469,1479,1524,1566,1590,1604,1649,1687,1727,1757,1780,1809,1825,1885,1912,1935,1960,2012,2042
v6,5,41,73,120,138,167,196,251,279,310,352,376,394,430,462,505,527,574,600,629,663,701,727,744,798,824,837,881,922,936,976,1018,1038,1084,1119,1137,1164,1188,1226,1250,1284,1344,1346,1381,1412,1454,1477,1525,1544,1592,1603,1651,1679,1718,1740,1762,1797,1852,1868,1890,1942,1984,2012,2020
v7,27,53,96,102,136,180,202,242,286,320,334,381,412,426,449,482,543,573,592,619,649,702,713,748,787,830,851,890,914,931,986,993,1051,1088,1094,1122,1166,1199,1233,1273,1303,1321,1373,1404,1430,1443,1492,1525,1553,1582,1628,1655,1686,1697,1753,1767,1794,1832,1864,1900,1945,1979,2012,2047
v8,31,55,68,110,129,163,202,243,270,303,322,378,399,437,459,512,529,569,602,623,642,673,730,749,791,831,843,885,915,939,987,1023,1035,1059,1118,1128,1161,1212,1217,1271,1311,1334,1368,1382,1413,1456,1491,1533,1540,1590,1631,1653,1667,1728,1753,1787,1811,1855,1878,1895,1939,1980,1998,2035
v9,12,33,76,120,140,163,214,227,259,297,331,377,415,424,463,489,515,552,604,617,645,682,719,744,791,825,835,869,928,949,961,1019,1052,1060,1092,1136,1183,1204,1243,1277,1311,1330,1357,1379,1424,1451,1473,1510,1563,1574,1621,1640,1666,1702,1754,1768,1797,1826,1869,1915,1950,1984,1988,2031
v10,8,57,70,128,154,168,212,225,272,319,326,360,385,435,480,484,520,554,581,624,661,689,724,750,769,825,835,870,904,958,976,1007,1036,1076,1095,1142,1154,1202,1226,1252,1301,1314,1372,1400,1411,1446,1483,1513,1554,1575,1619,1641,1695,1710,1740,1765,1824,1826,1878,1905,1923,1953,2007,2045
v11,1,45,84,121,135,167,214,256,286,295,330,377,412,432,480,491,530,565,580,609,652,681,729,751,789,806,857,894,912,930,980,997,1049,1064,1107,1152,1184,1203,1244,1258,1300,1315,1371,1404,1418,1448,1502,1526,1552,1580,1627,1656,1667,1705,1750,1766,1805,1828,1869,1892,1950,1973,1993,2038
v12,23,48,87,103,142,180,212,234,265,316,340,380,414,439,454,509,540,570,585,621,651,699,717,743,783,806,836,870,925,952,971,995,1028,1060,1120,1129,1162,1206,1221,1266,1310,1335,1360,1405,1420,1449,1504,1508,1540,1591,1629,1644,1673,1728,1752,1791,1799,1825,1872,1899,1930,1959,1989,2048
v13,19,48,80,117,147,179,201,239,262,293,324,365,410,443,458,512,516,557,607,624,644,674,720,757,773,815,849,874,917,948,968,1021,1054,1071,1117,1150,1163,1202,1241,1262,1296,1342,1376,1387,1418,1463,1503,1521,1565,1591,1601,1641,1675,1725,1743,1772,1805,1847,1874,1920,1930,1974,2007,2042
v14,16,51,81,105,157,190,223,252,275,310,346,378,411,429,454,485,536,552,597,627,672,700,722,743,772,822,864,892,922,946,992,997,1049,1073,1120,1135,1182,1214,1244,1250,1303,1326,1346,1377,1428,1453,1473,1511,1539,1582,1614,1648,1679,1711,1741,1788,1800,1832,1887,1912,1933,1972,2002,2019
v15,27,46,96,121,137,190,195,243,277,305,343,378,407,435,472,496,533,564,603,637,659,699,712,760,793,809,834,893,906,934,979,1012,1037,1062,1095,1136,1159,1189,1223,1261,1303,1344,1348,1408,1434,1466,1500,1524,1548,1600,1628,1655,1689,1708,1735,1779,1793,1825,1874,1889,1951,1976,1985,2041
v16,20,46,65,106,159,175,193,236,264,297,337,355,390,431,476,491,534,569,599,629,672,686,734,766,773,812,835,890,906,929,971,993,1025,1073,1107,1136,1153,1188,1223,1280,1291,1314,1372,1394,1422,1468,1479,1510,1538,1583,1627,1643,1681,1700,1757,1788,1798,1835,1875,1917,1938,1959,2011,2017
v17,31,38,79,103,132,191,201,244,257,291,351,375,415,434,456,502,540,545,586,630,655,675,732,751,794,809,848,892,918,939,972,1011,1040,1081,1110,1122,1181,1193,1219,1257,1298,1327,1356,1398,1433,1463,1485,1524,1547,1583,1620,1663,1673,1698,1737,1774,1808,1836,1868,1916,1946,1968,1986,2022
v18,25,53,72,120,146,177,199,239,277,304,349,357,392,423,475,508,523,551,579,627,665,702,711,758,786,826,860,880,905,939,962,1002,1036,1059,1102,1127,1176,1202,1228,1261,1295,1319,1368,1377,1431,1469,1493,1534,1538,1571,1618,1634,1681,1713,1729,1777,1796,1837,1863,1908,1938,1975,2002,2037
v19,21,64,69,121,136,167,210,239,270,293,347,362,404,434,457,494,536,570,598,620,662,704,722,756,788,802,838,886,904,957,970,1006,1042,1057,1097,1143,1182,1195,1237,1266,1295,1314,1373,1380,1440,1446,1489,1531,1538,1599,1606,1634,1673,1706,1746,1786,1809,1842,1887,1899,1936,1980,1986,2029
v20,32,44,95,122,152,180,214,256,274,301,338,354,399,440,463,501,523,554,579,611,647,690,705,754,791,816,837,896,927,937,961,1023,1051,1068,1092,1146,1164,1200,1241,1255,1303,1323,1373,1383,1440,1458,1482,1528,1549,1587,1609,1644,1685,1719,1740,1788,1809,1838,1861,1892,1928,1978,2004,2040
v21,32,55,85,117,140,163,211,246,270,303,324,373,399,417,468,497,520,561,583,614,668,684,723,748,800,805,855,880,897,932,970,1016,1031,1065,1120,1141,1184,1196,1219,1253,1292,1326,1368,1377,1431,1456,1495,1513,1544,1576,1619,1661,1689,1703,1737,1788,1819,1844,1886,1889,1931,1957,1989,2029
v22,32,41,71,120,147,183,218,235,282,309,321,363,408,420,465,512,534,575,604,618,665,676,736,737,776,812,853,890,918,959,984,1013,1034,1084,1102,1129,1173,1207,1229,1273,1311,1338,1356,1380,1438,1463,1504,1514,1555,1569,1628,1646,1689,1723,1749,1769,1795,1844,1866,1905,1952,1963,2016,2018
v23,5,48,75,127,133,175,195,252,278,300,331,376,396,436,466,492,528,545,594,611,648,682,729,745,770,806,837,878,917,959,986,1023,1048,1065,1089,1149,1182,1216,1248,1259,1305,1322,1354,1400,1418,1453,1477,1536,1540,1599,1624,1661,1670,1718,1754,1779,1793,1844,1873,1904,1924,1957,1993,2034
v24,25,45,82,121,154,182,215,245,261,293,349,359,415,433,457,483,524,569,591,628,654,698,727,739,774,808,842,887,907,958,965,1002,1038,1074,1117,1151,1172,1187,1224,1269,1289,1333,1346,1396,1411,1465,1500,1514,1553,1579,1603,1638,1685,1715,1736,1762,1804,1828,1871,1906,1930,1976,2011,2022
v25,3,64,67,123,146,176,200,234,263,292,340,382,399,438,480,497,531,568,592,613,645,678,711,743,778,827,854,884,925,948,976,1014,1035,1060,1101,1143,1164,1211,1228,1262,1306,1319,1371,1377,1428,1458,1489,1523,1559,1585,1613,1663,1684,1726,1749,1773,1819,1854,1857,1893,1923,1978,1993,2038
v26,21,59,68,102,155,169,200,236,279,297,333,382,388,425,472,493,522,550,590,630,661,697,723,747,773,811,854,871,909,929,961,993,1034,1057,1106,1148,1153,1213,1227,1266,1283,1335,1366,1407,1417,1462,1503,1525,1568,1598,1613,1649,1679,1725,1753,1789,1794,1827,1863,1894,1936,1980,1991,2040
v27,8,43,65,117,136,191,208,226,285,290,328,368,386,441,460,492,534,553,579,616,663,698,730,757,796,806,858,871,915,939,967,1015,1034,1065,1115,1127,1176,1185,1246,1266,1311,1315,1369,1399,1425,1447,1488,1532,1541,1590,1623,1655,1678,1708,1743,1766,1802,1833,1861,1889,1949,1981,2001,2030
v28,20,44,76,124,133,169,204,250,267,295,344,382,406,435,477,483,537,554,583,635,653,697,712,752,775,813,864,867,906,946,981,1023,1033,1075,1091,1152,1162,1210,1227,1250,1310,1315,1349,1377,1409,1445,1476,1520,1552,1579,1628,1653,1675,1702,1750,1788,1815,1837,1861,1909,1930,1984,2002,2041
v29,15,51,66,112,134,167,211,251,277,310,351,359,416,419,455,482,541,550,598,615,666,686,709,761,770,823,856,888,918,935,976,1006,1043,1085,1089,1121,1173,1188,1224,1272,1292,1328,1357,1383,1426,1463,1493,1525,1566,1582,1616,1637,1679,1727,1756,1785,1821,1834,1862,1909,1951,1975,1986,2045
v30,14,59,73,120,149,177,208,234,266,311,339,372,407,447,474,484,514,576,584,635,650,682,727,760,792,816,844,877,914,955,966,1007,1035,1067,1105,1121,1182,1195,1240,1256,1286,1318,1376,1395,1417,1442,1487,1518,1541,1577,1626,1640,1665,1703,1748,1784,1802,1852,1884,1889,1941,1979,1994,2033
v31,24,61,76,97,139,175,196,229,277,313,326,376,410,433,460,488,516,556,601,625,653,704,711,765,797,803,853,895,916,931,983,1004,1041,1087,1089,1124,1178,1186,1224,1272,1297,1321,1370,1388,1434,1446,1493,1528,1539,1582,1616,1660,1680,1710,1749,1788,1799,1854,1881,1919,1935,1983,1987,2021
v32,30,39,69,124,142,190,203,254,263,297,325,365,414,426,462,507,524,553,602,613,653,688,713,764,778,824,850,880,915,940,968,1003,1033,1060,1113,1139,1154,1201,1232,1268,1305,1336,1370,1377,1427,1451,1489,1522,1556,1597,1623,1636,1674,1719,1739,1773,1796,1851,1876,1902,1941,1966,1988,2021
v33,8,38,69,114,157,170,211,255,258,298,347,360,406,425,469,489,535,554,593,622,654,687,723,737,782,816,852,891,913,957,966,1002,1042,1058,1119,1144,1179,1190,1224,1256,1306,1319,1370,1386,1413,1454,1496,1532,1538,1599,1618,1664,1666,1721,1738,1782,1822,1838,1857,1891,1944,1980,2010,2032
v34,14,61,68,107,142,177,213,227,266,290,333,381,415,425,480,509,540,562,593,610,645,680,733,755,775,824,859,884,897,930,992,1005,1052,1082,1098,1142,1154,1216,1245,1266,1283,1319,1345,1381,1412,1462,1479,1529,1540,1572,1610,1645,1671,1716,1748,1773,1811,1844,1868,1908,1925,1982,1996,2019
v35,4,58,68,128,138,176,210,246,264,303,351,368,401,419,457,483,528,546,579,618,643,702,735,753,774,810,847,881,903,931,992,1024,1048,1083,1096,1144,1159,1189,1241,1262,1293,1324,1354,1378,1432,1461,1493,1535,1561,1595,1602,1645,1682,1725,1733,1776,1799,1825,1871,1915,1924,1968,2002,2039
v36,26,41,96,119,145,176,218,230,280,320,349,379,394,439,464,490,513,570,594,609,656,697,722,755,798,831,853,872,925,930,982,1017,1049,1083,1119,1128,1162,1199,1244,1258,1300,1337,1352,1385,1434,1470,1489,1519,1548,1589,1615,1637,1685,1710,1729,1784,1803,1825,1885,1890,1935,1972,2006,2025
v37,25,39,65,109,156,192,217,231,281,308,349,361,396,418,454,499,524,548,605,638,660,674,723,752,773,803,841,882,923,953,991,995,1027,1061,1109,1147,1171,1186,1234,1256,1297,1341,1367,1407,1438,1460,1496,1513,1552,1580,1614,1633,1667,1722,1741,1776,1807,1853,1877,1911,1923,1976,2015,2040
v38,5,57,94,107,149,173,200,233,287,313,335,356,403,419,451,504,514,546,595,628,653,690,722,756,795,814,834,896,913,950,988,1018,1051,1071,1094,1147,1180,1186,1229,1259,1311,1331,1371,1400,1427,1467,1475,1525,1545,1582,1624,1641,1680,1699,1760,1769,1808,1833,1880,1901,1924,1966,2013,2017
v39,9,49,95,111,149,169,215,248,269,310,327,382,415,422,457,486,529,557,588,621,669,688,726,747,773,823,846,886,917,945,975,999,1055,1058,1092,1142,1163,1208,1231,1280,1307,1339,1367,1385,1430,1467,1499,1518,1565,1585,1623,1662,1687,1703,1740,1765,1820,1837,1879,1905,1921,1953,2006,2026
v40,18,49,81,121,148,175,194,256,276,308,331,359,391,434,477,495,524,570,597,634,663,685,708,751,776,820,845,890,908,943,974,1002,1026,1067,1097,1148,1159,1214,1235,1265,1300,1344,1368,1387,1411,1465,1475,1517,1538,1588,1604,1657,1666,1721,1739,1788,1795,1837,1886,1901,1951,1955,2013,2018
v41,7,43,74,127,144,191,224,240,282,293,336,355,386,443,477,502,520,563,592,631,656,683,720,762,783,814,857,869,912,933,966,995,1050,1085,1106,1150,1182,1187,1233,1257,1306,1323,1352,1380,1440,1449,1500,1532,1546,1589,1610,1644,1690,1723,1742,1781,1813,1845,1861,1905,1934,1982,1996,2024
v42,23,56,83,125,141,174,210,230,257,308,345,362,406,418,468,506,542,548,595,622,647,687,712,762,793,811,851,874,902,937,962,1016,1045,1063,1100,1139,1173,1208,1243,1251,1288,1325,1368,1407,1412,1466,1491,1524,1565,1570,1601,1641,1688,1709,1734,1768,1816,1827,1868,1910,1925,1961,2011,2030
v43,23,44,72,100,153,167,202,249,261,309,343,353,411,425,451,488,517,576,600,619,656,681,734,740,778,822,856,876,912,959,963,1001,1025,1061,1096,1131,1179,1209,1229,1271,1311,1321,1376,1383,1433,1464,1475,1513,1561,1578,1601,1634,1696,1721,1736,1771,1803,1856,1882,1890,1948,1968,1987,2020
v44,13,53,96,97,157,189,204,254,266,293,327,372,408,420,454,508,519,570,606,618,664,676,728,749,783,806,838,879,923,957,985,1015,1044,1086,1115,1137,1184,1205,1230,1264,1295,1325,1369,1389,1416,1452,1479,1519,1544,1569,1625,1634,1680,1700,1748,1761,1820,1850,1857,1898,1930,1963,2016,2034
v45,19,55,92,103,153,172,218,243,259,305,346,356,406,423,466,482,517,561,587,618,642,696,734,747,773,822,858,889,915,937,962,1008,1041,1070,1109,1141,1161,1211,1229,1276,1287,1343,1367,1387,1426,1453,1485,1525,1543,1595,1601,1635,1696,1718,1746,1780,1824,1849,1882,1890,1942,1978,1992,2030
v46,14,52,89,99,153,192,208,238,277,296,341,353,412,445,451,491,523,550,601,612,665,687,730,751,798,805,858,887,902,953,989,1023,1029,1057,1113,1132,1169,1202,1241,1251,1283,1317,1348,1386,1424,1447,1492,1536,1559,1575,1620,1640,1665,1713,1739,1771,1815,1836,1869,1901,1926,1955,1988,2030
v47,12,51,74,117,137,172,213,230,283,319,350,355,408,444,474,504,516,558,590,628,669,677,706,754,781,824,845,883,922,932,976,1015,1042,1080,1099,1136,1184,1201,1247,1268,1290,1324,1365,1399,1429,1455,1482,1526,1553,1585,1609,1654,1668,1705,1742,1771,1808,1826,1882,1914,1937,1964,2013,2028
v48,20,33,73,124,149,165,210,229,263,319,347,373,411,438,471,506,540,571,589,631,643,682,708,761,770,812,862,873,918,949,973,1006,1056,1058,1096,1146,1165,1205,1227,1279,1296,1329,1374,1398,1411,1441,1480,1512,1559,1592,1630,1646,1694,1710,1753,1769,1823,1837,1879,1919,1930,1966,2007,2042
v49,2,38,92,115,157,169,205,245,263,291,332,362,409,420,476,508,520,556,597,632,650,698,724,760,783,830,860,888,899,931,977,1009,1044,1057,1091,1131,1172,1189,1220,1269,1295,1336,1356,1394,1428,1442,1474,1531,1555,1592,1632,1641,1673,1697,1738,1777,1821,1830,1865,1898,1934,1960,2006,2048
v50,18,35,92,123,136,187,222,232,271,306,335,373,399,417,478,496,538,547,592,609,669,692,707,745,784,809,844,869,923,940,980,1000,1030,1081,1115,1133,1180,1198,1219,1258,1290,1339,1352,1397,1435,1466,1473,1506,1563,1592,1607,1635,1677,1715,1757,1780,1824,1855,1871,1891,1926,1971,2007,2039
v51,25,59,74,114,143,181,223,245,284,308,341,354,385,431,453,496,540,553,591,632,645,693,719,766,793,821,863,890,911,943,980,1003,1050,1057,1094,1125,1157,1187,1238,1251,1306,1330,1358,1394,1409,1462,1497,1519,1557,1596,1620,1657,1666,1703,1745,1787,1813,1833,1886,1915,1929,1957,1993,2026
v52,24,33,81,122,148,188,203,245,268,295,349,353,416,445,470,493,527,572,597,628,642,688,707,757,799,811,853,878,899,940,981,1003,1045,1082,1104,1151,1174,1196,1244,1275,1309,1323,1367,1399,1413,1463,1479,1528,1540,1593,1624,1656,1687,1723,1730,1784,1823,1843,1880,1896,1932,1981,1987,2024
v53,32,33,88,105,158,165,196,246,265,313,344,359,395,420,476,500,535,568,590,639,659,692,723,766,795,810,860,869,917,930,990,1017,1036,1062,1097,1137,1176,1187,1223,1268,1292,1331,1352,1394,1417,1451,1495,1522,1566,1586,1604,1656,1692,1725,1758,1786,1802,1837,1859,1903,1950,1984,1999,2046
v54,1,56,66,108,159,184,209,242,272,296,344,369,410,433,477,496,536,572,593,610,653,683,710,750,793,819,836,872,903,959,969,998,1049,1058,1108,1122,1180,1188,1227,1266,1293,1341,1374,1404,1419,1464,1499,1518,1567,1577,1623,1642,1686,1706,1733,1767,1804,1854,1875,1897,1923,1967,2001,2024
v55,28,56,85,112,129,181,194,232,267,303,344,366,387,435,474,511,538,560,577,632,670,686,726,751,773,805,835,883,928,932,964,994,1032,1072,1115,1129,1162,1186,1242,1250,1293,1329,1346,1396,1426,1455,1501,1517,1558,1571,1621,1649,1671,1724,1731,1783,1798,1828,1867,1893,1952,1984,2008,2029
v56,31,64,80,124,159,170,215,226,277,299,345,364,407,429,479,503,528,575,580,634,659,681,712,743,800,811,841,875,911,944,967,1012,1050,1063,1106,1149,1178,1211,1230,1270,1299,1318,1354,1405,1418,1457,1476,1508,1565,1593,1604,1633,1670,1724,1751,1767,1797,1832,1858,1900,1939,1957,1990,2032
v57,28,63,70,109,143,182,194,225,278,296,325,363,416,427,474,501,525,564,598,625,665,687,723,761,769,804,845,880,900,933,992,1020,1054,1086,1119,1122,1178,1208,1229,1277,1287,1330,1366,1385,1440,1472,1490,1525,1551,1588,1618,1644,1694,1721,1757,1784,1798,1841,1866,1900,1952,1964,2010,2048
v58,16,55,84,99,141,175,206,240,257,311,322,354,402,425,468,482,519,569,585,632,658,690,706,739,772,818,856,869,912,949,983,1014,1056,1086,1091,1121,1165,1187,1228,1277,1308,1329,1370,1395,1434,1467,1495,1531,1568,1595,1617,1655,1695,1708,1730,1778,1799,1841,1858,1899,1927,1974,1991,2017
v59,1,54,65,117,158,171,217,226,275,296,329,368,397,421,472,498,521,556,588,631,642,674,713,746,771,826,854,891,915,956,977,995,1040,1079,1097,1129,1171,1190,1234,1256,1295,1343,1370,1396,1411,1452,1487,1518,1563,1600,1621,1634,1689,1713,1742,1769,1820,1831,1865,1910,1946,1958,1987,2030
